book;chapter,verse,text
2-corinthians;1;1;παυλος αποστολος ιησου χριστου δια θεληματος θεου και τιμοθεος ο αδελφος τη εκκλησια του θεου τη ουση εν κορινθω συν τοις αγιοις πασιν τοις ουσιν εν ολη τη αχαια
2-corinthians;1;2;χαρις υμιν και ειρηνη απο θεου πατρος ημων και κυριου ιησου χριστου
2-corinthians;1;3;ευλογητος ο θεος και πατηρ του κυριου ημων ιησου χριστου ο πατηρ των οικτιρμων και θεος πασης παρακλησεως
2-corinthians;1;4;ο παρακαλων ημας επι παση τη θλιψει ημων εις το δυνασθαι ημας παρακαλειν τους εν παση θλιψει δια της παρακλησεως ης παρακαλουμεθα αυτοι υπο του θεου
2-corinthians;1;5;οτι καθως περισσευει τα παθηματα του χριστου εις ημας ουτως δια χριστου περισσευει και η παρακλησις ημων
2-corinthians;1;6;ειτε δε θλιβομεθα υπερ της υμων παρακλησεως και σωτηριας της ενεργουμενης εν υπομονη των αυτων παθηματων ων και ημεις πασχομεν ειτε παρακαλουμεθα υπερ της υμων παρακλησεως και σωτηριας και η ελπις ημων βεβαια υπερ υμων
2-corinthians;1;7;ειδοτες οτι ωσπερ κοινωνοι εστε των παθηματων ουτως και της παρακλησεως
2-corinthians;1;8;ου γαρ θελομεν υμας αγνοειν αδελφοι υπερ της θλιψεως ημων της γενομενης ημιν εν τη ασια οτι καθ υπερβολην εβαρηθημεν υπερ δυναμιν ωστε εξαπορηθηναι ημας και του ζην
2-corinthians;1;9;αλλα αυτοι εν εαυτοις το αποκριμα του θανατου εσχηκαμεν ινα μη πεποιθοτες ωμεν εφ εαυτοις αλλ επι τω θεω τω εγειροντι τους νεκρους
2-corinthians;1;10;ος εκ τηλικουτου θανατου ερρυσατο ημας και ρυεται εις ον ηλπικαμεν οτι και ετι ρυσεται
2-corinthians;1;11;συνυπουργουντων και υμων υπερ ημων τη δεησει ινα εκ πολλων προσωπων το εις ημας χαρισμα δια πολλων ευχαριστηθη υπερ ημων
2-corinthians;1;12;η γαρ καυχησις ημων αυτη εστιν το μαρτυριον της συνειδησεως ημων οτι εν απλοτητι και ειλικρινεια θεου ουκ εν σοφια σαρκικη αλλ εν χαριτι θεου ανεστραφημεν εν τω κοσμω περισσοτερως δε προς υμας
2-corinthians;1;13;ου γαρ αλλα γραφομεν υμιν αλλ η α αναγινωσκετε η και επιγινωσκετε ελπιζω δε οτι και εως τελους επιγνωσεσθε
