book;chapter,verse,text
romans;1;1;παυλος δουλος ιησου χριστου κλητος αποστολος αφωρισμενος εις ευαγγελιον θεου
romans;1;2;ο προεπηγγειλατο δια των προφητων αυτου εν γραφαις αγιαις
romans;1;3;περι του υιου αυτου του γενομενου εκ σπερματος δαβιδ κατα σαρκα
romans;1;4;του ορισθεντος υιου θεου εν δυναμει κατα πνευμα αγιωσυνης εξ αναστασεως νεκρων ιησου χριστου του κυριου ημων
romans;1;5;δι ου ελαβομεν χαριν και αποστολην εις υπακοην πιστεως εν πασιν τοις εθνεσιν υπερ του ονοματος αυτου
romans;1;6;εν οις εστε και υμεις κλητοι ιησου χριστου
romans;1;7;πασιν τοις ουσιν εν ρωμη αγαπητοις θεου κλητοις αγιοις χαρις υμιν και ειρηνη απο θεου πατρος ημων και κυριου ιησου χριστου
romans;1;8;πρωτον μεν ευχαριστω τω θεω μου δια ιησου χριστου υπερ παντων υμων οτι η πιστις υμων καταγγελλεται εν ολω τω κοσμω
romans;1;9;μαρτυς γαρ μου εστιν ο θεος ω λατρευω εν τω πνευματι μου εν τω ευαγγελιω του υιου αυτου ως αδιαλειπτως μνειαν υμων ποιουμαι
romans;1;10;παντοτε επι των προσευχων μου δεομενος ειπως ηδη ποτε ευοδωθησομαι εν τω θεληματι του θεου ελθειν προς υμας
romans;1;11;επιποθω γαρ ιδειν υμας ινα τι μεταδω χαρισμα υμιν πνευματικον εις το στηριχθηναι υμας
romans;1;12;τουτο δε εστιν συμπαρακληθηναι εν υμιν δια της εν αλληλοις πιστεως υμων τε και εμου
romans;1;13;ου θελω δε υμας αγνοειν αδελφοι οτι πολλακις προεθεμην ελθειν προς υμας και εκωλυθην αχρι του δευρο ινα καρπον τινα σχω και εν υμιν καθως και εν τοις λοιποις εθνεσιν
romans;1;14;ελλησιν τε και βαρβαροις σοφοις τε και ανοητοις οφειλετης ειμι
romans;1;15;ουτως το κατ εμε προθυμον και υμιν τοις εν ρωμη ευαγγελισασθαι
romans;1;16;ου γαρ επαισχυνομαι το ευαγγελιον του χριστου δυναμις γαρ θεου εστιν εις σωτηριαν παντι τω πιστευοντι ιουδαιω τε πρωτον και ελληνι
romans;1;17;δικαιοσυνη γαρ θεου εν αυτω αποκαλυπτεται εκ πιστεως εις πιστιν καθως γεγραπται ο δε δικαιος εκ πιστεως ζησεται
romans;1;18;αποκαλυπτεται γαρ οργη θεου απ ουρανου επι πασαν ασεβειαν και αδικιαν ανθρωπων των την αληθειαν εν αδικια κατεχοντων
romans;1;19;διοτι το γνωστον του θεου φανερον εστιν εν αυτοις ο γαρ θεος αυτοις εφανερωσεν
romans;1;20;τα γαρ αορατα αυτου απο κτισεως κοσμου τοις ποιημασιν νοουμενα καθοραται η τε αιδιος αυτου δυναμις και θειοτης εις το ειναι αυτους αναπολογητους
romans;1;21;διοτι γνοντες τον θεον ουχ ως θεον εδοξασαν η ευχαριστησαν αλλ εματαιωθησαν εν τοις διαλογισμοις αυτων και εσκοτισθη η ασυνετος αυτων καρδια
romans;1;22;φασκοντες ειναι σοφοι εμωρανθησαν
romans;1;23;και ηλλαξαν την δοξαν του αφθαρτου θεου εν ομοιωματι εικονος φθαρτου ανθρωπου και πετεινων και τετραποδων και ερπετων
romans;1;24;διο και παρεδωκεν αυτους ο θεος εν ταις επιθυμιαις των καρδιων αυτων εις ακαθαρσιαν του ατιμαζεσθαι τα σωματα αυτων εν εαυτοις
romans;1;25;οιτινες μετηλλαξαν την αληθειαν του θεου εν τω ψευδει και εσεβασθησαν και ελατρευσαν τη κτισει παρα τον κτισαντα ος εστιν ευλογητος εις τους αιωνας αμην
romans;1;26;δια τουτο παρεδωκεν αυτους ο θεος εις παθη ατιμιας αι τε γαρ θηλειαι αυτων μετηλλαξαν την φυσικην χρησιν εις την παρα φυσιν
romans;1;27;ομοιως τε και οι αφεντες την φυσικην χρησιν της θηλειας εξεκαυθησαν εν τη ορεξει αυτων εις αλληλους αρσενες εν αρσεσιν την ασχημοσυνην κατεργαζομενοι και την αντιμισθιαν ην εδει της πλανης αυτων εν εαυτοις απολαμβανοντες
romans;1;28;και καθως ουκ εδοκιμασαν τον θεον εχειν εν επιγνωσει παρεδωκεν αυτους ο θεος εις αδοκιμον νουν ποιειν τα μη καθηκοντα
romans;1;29;πεπληρωμενους παση αδικια πορνεια πονηρια πλεονεξια κακια μεστους φθονου φονου εριδος δολου κακοηθειας ψιθυριστας
romans;1;30;καταλαλους θεοστυγεις υβριστας υπερηφανους αλαζονας εφευρετας κακων γονευσιν απειθεις
